X.5,X.4,X.3,X.1,X,Unnamed..0,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,PROLIFICID,CONSENT,EXPGRP,CHIN_SPECIFIC,CHIN_SPECIFIC_6_TEXT,NONASIA_SPECIFIC,NONASIA_SPECIFIC_19_TEXT,NonWNonA_Specific,NonWNonA_Specific_7_TEXT,NonWNonA_Specific_14_TEXT,OTHER_RACE_1,OTHER_RACE_2,OTHER_RACE_3,OTHER_RACE_4,OTHER_RACE_5,OTHER_RACE_6,OTHER_RACE_7,OTHER_RACE_4_TEXT,OTHER_RACE_5_TEXT,OTHER_RACE_6_TEXT,OTHER_RACE_7_TEXT,DOB_1,DOB_2,DOB_3,SEX,SEX_4_TEXT,EDUCATION_1,EDUCATION_2,EDUCATION_3,COUNTRY_BORN,COUNTRY_BORN_2_TEXT,BIRTHCTRY_RESIDENCE,OTHER_COUNTRIES.1_1_TEXT,OTHER_COUNTRIES.1_1_1,OTHER_COUNTRIES.1_2_TEXT,OTHER_COUNTRIES.1_2_1,OTHER_COUNTRIES.1_3_TEXT,OTHER_COUNTRIES.1_3_1,OTHER_COUNTRIES.1_4_TEXT,OTHER_COUNTRIES.1_4_1,OTHER_COUNTRIES.1_5_TEXT,OTHER_COUNTRIES.1_5_1,OTHER_COUNTRIES.1_6_TEXT,OTHER_COUNTRIES.1_6_1,OTHER_COUNTRIES.1_7_TEXT,OTHER_COUNTRIES.1_7_1,OTHER_COUNTRIES.1_8_TEXT,OTHER_COUNTRIES.1_8_1,FIRST_LANGUAGE,FIRST_LANGUAGE_2_TEXT,OTHER_LANGUAGES,OCCUPATION,HH_INCOME,COVSCRN01,COVSCRN02_P,COVSCRN03,EXPGRP_TEXT,CHIN_SPECIFIC_TEXT,CONTINENT_BORN_TEXT_1,CONTINENT_BORN_TEXT_2,CONTINENT_BORN_TEXT_3,HAS_LIVED_USA,HH_INCOME_TEXT,DOB_YEAR,DOB_YEAR_PERIODE,EDUCATION_1_TEXT,SEX_TEXT,demo_class,X.2,AMBI_BIG5_Neuroticism,AMBI_BIG5_Extraversion,AMBI_BIG5_Openness,AMBI_BIG5_Agreeableness,AMBI_BIG5_Conscientiousness,covmis_att_flu,covmis_att_afrDie,covmis_att_eldrNoBgDl,covmis_att_rareNoWorr,covmis_att_bgThrt,covmis_cnsp_ctiusAsian,covmis_cnsp_stpCovStpImmi,covmis_cnsp_redIntWthChina,covmis_cnsp_chnsCovRcst,covmis_orgn_covPlnnd,covmis_orgn_covNat,covmis_orgn_covNgeenLab,covmis_orgn_scntFkNwsCov,covmis_pltc_polBgDlIntrst,covmis_pltc_covNtSerPolSay,covmis_pltc_polDwnplCovPlpLDngr,covmis_cvrg_mdiaCovBgrDl,covmis_cvrg_nwsGdJbComCov,covmis_cvrg_mdiaUseCovMkTrmpRepLkBd,covmis_anti_frGovUseCovMndtVacc,covmis_anti_thnksNoCovVacc,covmis_anti_covVacEffRedVirus,covmis_mdsk_medOrgUntrust,covmis_mdsk_skeptInfoDocSci,covmis_mdsk_medOrgRecBstInt,covmis_mdsk_fllwRecMedOrgImp,cov_class,covqual_class,age_education,neuroticism_qual,extraversion_qual,openness_qual,conscientiousness_qual,agreeableness_qual,covqual_class_2,EDUCATION_2_TEXT,DOB_AGE_BRACKET,HH_INCOME_TEXT2,CovidSkepticism,CovidSkepticism2,CovidSkepticism2norm,ID
358,358,358,358,357,359,6/6/2020 10:09,6/6/2020 11:16,0,98.219.186.5,100,4009,1,6/6/2020 11:16,R_6JWVar3A95jl74R,NA,NA,NA,NA,40.47250366,-79.9108963,anonymous,EN,0.9,5d3c6bde0e510a00193df23a,1,2,2,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,16,92,1,-99,7,5,5,2,TAIWAN,11,USA,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandanrin,English,Research,3,3,NA,NA,Chinese,Taiwanese,4Tigers and Japan,Asia,Northern Country (Richer),TRUE,"$30,000 to $50,000",1992,"(1985,1995]",Doctoral degree,Male,3,358,-0.163578416356107,-0.898921067440944,-1.6542344424386,-1.8612240073567,0.399510885309593,1,6,1,1,2,2,3,4,6,1,2,1,1,6,2,1,2,6,4,5,1,1,2,5,2,1,2,1,25 - 45y_Graduate degree,middle,middle,weak,middle,weak,Believers,Graduate degree,25 - 35y,"$30,000 to $70,000",27.1932157388827,24.2876527600632,3.59351223532607,358
359,359,359,359,358,360,6/6/2020 10:42,6/6/2020 11:18,0,24.16.27.84,100,2159,1,6/6/2020 11:18,R_8nXztHtEnrnCZsl,NA,NA,NA,NA,47.72290039,-122.1960983,anonymous,EN,0.9,5e1afa9c8adc6e323b9afab7,1,2,4,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,15,88,1,-99,6,1,2,2,HONG KONG,6,USA,27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Cantonese,English,IT analyst,4,3,NA,NA,Chinese,Hongkongese,4Tigers and Japan,Asia,Northern Country (Richer),TRUE,"$50,000 to $70,000",1988,"(1985,1995]",Master's degree,Male,4,359,-1.34083776552549,0.529845658374524,-0.452496845720846,1.12140606804481,1.16661244143165,1,3,1,1,1,4,2,3,1,2,2,2,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,25 - 45y_Graduate degree,weak,middle,middle,high,high,Believers,Graduate degree,25 - 35y,"$30,000 to $70,000",7.32322317297631,6.85585417545743,2.16395553865538,359
360,360,360,360,359,361,6/6/2020 11:42,6/6/2020 12:19,0,24.136.23.19,100,2220,1,6/6/2020 12:19,R_1mRDb83TMP3TRuV,NA,NA,NA,NA,41.90319824,-87.63829803,anonymous,EN,0.9,5e4c4ed2694a6208025e6c6f,1,2,4,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,6,94,2,-99,6,5,2,1,-99,26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Cantonese,Physician Assistant,6,3,NA,NA,Chinese,Hongkongese,USA,USA,USA,TRUE,"$100,000 to $200,000",1994,"(1985,1995]",Master's degree,Female,1,360,-0.117742864103077,0.969004459528301,-0.147153168795672,0.101111628377477,0.54858479862985,3,5,1,3,4,1,2,2,3,2,3,3,3,5,4,3,4,4,5,3,2,3,2,1,3,2,3,2,25 - 45y_Graduate degree,middle,middle,middle,middle,middle,Believers,Graduate degree,25 - 35y,"$70,000 or more",33.0781172075202,41.0800640935489,4.43651778639702,360
361,361,361,361,360,362,6/6/2020 12:44,6/6/2020 13:22,0,108.20.200.65,100,2326,1,6/6/2020 13:22,R_1FOIrveI5BzYkBm,NA,NA,NA,NA,42.31199646,-71.10810089,anonymous,EN,0.9,5e83b0a5a09eb40ffe19df06,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,3,97,1,-99,5,5,7,1,-99,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,chinese,student,2,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$10,000 to $30,000",1997,"(1995,2005]",Bachelor's degree in college,Male,2,361,-0.0917469528722309,-0.0014096070905878,-1.29413376788554,-1.1013645176093,-0.595335284830431,4,3,3,3,3,3,4,3,1,4,4,1,1,3,2,6,3,5,1,4,3,5,2,3,4,4,4,2,-25y_College degree,middle,middle,middle,middle,middle,Believers,College degree,-25y,"Less than $30,000",33.7716984703805,34.8569238320563,4.15369991198012,361
362,362,362,362,361,363,6/6/2020 13:20,6/6/2020 14:14,0,47.227.36.15,100,3264,1,6/6/2020 14:14,R_WcbypZV7CUMt3Gx,NA,NA,NA,NA,40.53660583,-85.65789795,anonymous,EN,0.9,5be7a0007514d00001087731,1,2,6,Chinese American ie born in US to parents who were born in China but lived in Taiwan for many years before coming to the USA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,10,71,1,-99,7,5,6,1,-99,35,TAIWAN,12,ENGLAND,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Mandarin,Professor,5,3,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"$70,000 to $100,000",1971,"(1965,1975]",Doctoral degree,Male,1,362,-1.08852442388642,0.564233371104735,-1.03637148765859,1.62827686608544,0.460278652727901,2,4,1,1,1,2,1,4,3,1,2,2,1,2,1,2,1,2,1,2,3,3,1,2,1,1,1,1,+45y_Graduate degree,weak,middle,middle,middle,high,Believers,Graduate degree,+45y,"$70,000 or more",12.1554646902043,11.3900729058786,2.65247630417403,362
363,363,363,363,362,364,6/6/2020 14:18,6/6/2020 14:52,0,5.38.166.94,100,2047,1,6/6/2020 14:52,R_STzhmYBbEGT1Bhn,NA,NA,NA,NA,47.49839783,19.04040527,anonymous,EN,0.9,5ce050c8b8a38a001b654a0e,1,2,1,-99,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,10,14,101,1,-99,2,7,6,2,CHINA,11,HONGKONG,1,HUNGARY,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,"Hungarian, German",Musician,1,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),FALSE,"Less than $10,000",2001,"(1995,2005]",High school graduate,Male,7,363,-0.142517954269569,0.240932431627352,0.837747437582446,-0.689403338594771,0.72210128783644,1,3,1,1,2,4,4,5,1,2,3,2,2,5,1,1,4,3,1,5,2,3,2,2,3,2,2,1,-25y_No college degree,middle,middle,high,high,middle,Believers,No college degree,-25y,"Less than $30,000",25.0688831625147,23.4892873061346,3.54567189277228,363
364,364,364,364,363,365,6/6/2020 15:13,6/6/2020 15:29,0,140.177.227.18,100,974,1,6/6/2020 15:29,R_Oygu6nLDKirOhX3,NA,NA,NA,NA,40.6730957,-89.55139923,anonymous,EN,0.9,5ea73086fba55f102801c836,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,10,103,2,-99,2,6,6,1,-99,15,CHINA,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Chinese,Student,6,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$100,000 to $200,000",2003,"(1995,2005]",High school graduate,Female,2,364,1.04827156562932,0.823018977122889,1.01222962234922,0.726390919823073,0.665062446542492,1,3,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,2,2,3,3,1,1,-25y_No college degree,high,middle,high,high,high,Believers,No college degree,-25y,"$70,000 or more",8.9169978646414,5.94404999351083,2.04359872505782,364
365,365,365,365,364,366,6/6/2020 17:54,6/6/2020 18:11,0,98.199.4.130,100,1068,1,6/6/2020 18:11,R_2CwB70kE4Lc24H2,NA,NA,NA,NA,29.57200623,-95.54000092,anonymous,EN,0.9,5bc26a0ea9070700012212e8,1,2,1,-99,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,-99,Indonesian,-99,-99,2,1,91,2,-99,8,2,1,1,-99,22,CHINA,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,"English, Chinese",Neurologist,7,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$200,000 to $500,000",1991,"(1985,1995]","Professional degree (JD, MD)",Female,2,365,0.564267421224278,-0.680197469798403,-1.65842627290361,-0.927477143584449,-0.418245334529903,3,4,2,2,3,2,1,1,3,1,3,2,1,2,2,3,3,3,1,1,1,2,2,2,2,2,1,1,25 - 45y_Graduate degree,middle,middle,weak,middle,middle,Believers,Graduate degree,25 - 35y,"$70,000 or more",16.6589945209845,18.8064333058708,3.24323223369098,365
366,366,366,366,365,367,6/6/2020 22:11,6/6/2020 23:19,0,209.6.114.206,100,4044,1,6/6/2020 23:19,R_sTKvHAfmF3nugEx,NA,NA,NA,NA,42.41879272,-71.15570068,anonymous,EN,0.9,5ed651be42c213062cd3cea3,1,2,6,Chinese American,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,4,22,88,2,-99,6,1,1,1,-99,33,USA,33,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Cantonese,English,Engineer,6,3,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"$100,000 to $200,000",1988,"(1985,1995]",Master's degree,Female,1,366,-0.958562473614241,0.369401056342615,-1.09419283826021,0.457886038271451,1.21245581962389,2,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,2,1,1,2,1,1,1,25 - 45y_Graduate degree,middle,middle,middle,high,middle,Believers,Graduate degree,25 - 35y,"$70,000 or more",8.61091835841779,12.1600612763503,2.72297219084915,366
367,367,367,367,366,368,6/7/2020 14:00,6/7/2020 14:36,0,82.37.79.115,100,2172,1,6/7/2020 14:36,R_2xEJsLekJXGv11v,NA,NA,NA,NA,51.45350647,-2.591705322,anonymous,EN,0.9,5c92cbb87a7067000190b8e6,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,7,97,2,-99,5,3,5,2,CHINA,16,SWEDEN,1,UNITED KINGDOM,5.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandarin,English,Auditor,2,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),FALSE,"$10,000 to $30,000",1997,"(1995,2005]",Bachelor's degree in college,Female,3,367,0.532398974433311,-0.823110464665864,-0.405846053096917,0.42534945347442,-0.338348898423944,1,2,1,1,3,1,2,3,1,1,3,1,3,5,2,1,1,5,4,5,1,3,2,1,2,2,2,1,-25y_College degree,middle,middle,middle,middle,middle,Believers,College degree,-25y,"Less than $30,000",20.8023940319451,22.9962865402493,3.5156417821589,367
368,368,368,368,367,369,6/7/2020 16:19,6/7/2020 16:38,0,76.86.22.142,100,1132,1,6/7/2020 16:38,R_u8S1yYNKzju545j,NA,NA,NA,NA,34.00849915,-117.8135986,anonymous,EN,0.9,5ea49550e39eb22ecba0d9e3,1,2,6,Xiamenese,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,9,29,101,2,-99,3,5,5,2,CHINA,1.5,USA,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandarin,English,Student,5,3,NA,NA,Chinese,Other,Developping Asia,Asia,Southern Country (Poorer),TRUE,"$70,000 to $100,000",2001,"(1995,2005]",Some college but no degree,Female,3,368,-0.281222456717543,1.49570582643357,1.28064626030598,2.00985327133929,1.47224675957034,1,5,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,-25y_No college degree,middle,high,high,high,high,Believers,No college degree,-25y,"$70,000 or more",5.94541106419427,7.72209224648383,2.26970078871017,368
369,369,369,369,368,370,6/7/2020 16:48,6/7/2020 17:24,0,188.74.64.210,100,2151,1,6/7/2020 17:24,R_1M5MIBHytjUsl0c,NA,NA,NA,NA,55.94889832,-3.163192749,anonymous,EN,0.9,5debed903711362e2ec16cf3,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,5,97,2,-99,6,5,2,2,CHINA,23,UNITED KINGDOM,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Chinese,English,student,3,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),FALSE,"$30,000 to $50,000",1997,"(1995,2005]",Master's degree,Female,3,369,1.67321362902339,0.438902562740195,-0.419277536334056,-1.15586427758138,-1.10799591949573,1,2,1,2,2,5,2,2,1,2,2,2,3,5,1,2,2,4,3,3,1,1,1,2,2,2,2,1,-25y_Graduate degree,high,middle,middle,middle,middle,Believers,Graduate degree,-25y,"$30,000 to $70,000",18.5534226010747,20.1062945664723,3.33132409038497,369
370,370,370,370,369,371,6/7/2020 18:12,6/7/2020 18:53,0,88.152.185.110,100,2441,1,6/7/2020 18:53,R_29j31UCtKO5KGg3,NA,NA,NA,NA,48.76620483,9.183303833,anonymous,EN,0.9,5e35d064fe3cc358513dbd67,1,2,4,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,29,98,2,-99,5,5,5,2,HONG KONG,19,GERMANY,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,"Cantonese, German, French, Mandarin",Lorry Driver,1,3,NA,NA,Chinese,Hongkongese,4Tigers and Japan,Asia,Northern Country (Richer),FALSE,"Less than $10,000",1998,"(1995,2005]",Bachelor's degree in college,Female,4,370,-0.726000805488902,-0.624124217016564,1.0056737403478,-0.75904303709336,0.449365235618187,3,5,2,2,2,2,2,2,4,1,1,1,2,2,2,2,3,5,3,1,2,3,4,3,3,3,3,2,-25y_College degree,middle,middle,high,middle,middle,Believers,College degree,-25y,"Less than $30,000",23.68338783279,20.737892365607,3.3728975469611,370
371,371,371,371,370,372,6/7/2020 18:36,6/7/2020 18:56,0,69.250.71.121,100,1181,1,6/7/2020 18:56,R_129KqTLwai91JFQ,NA,NA,NA,NA,39.25140381,-76.79789734,anonymous,EN,0.9,5d1acca8ab2b52000130e70c,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,14,96,2,-99,3,4,8,2,CHINA,2,USA,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandarin,English,Student,3,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),TRUE,"$30,000 to $50,000",1996,"(1995,2005]",Some college but no degree,Female,3,371,0.967350295294914,-1.06713933700236,1.6338653339512,0.758008723878894,-0.0617935088112556,2,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,-25y_No college degree,high,weak,high,middle,high,Believers,No college degree,-25y,"$30,000 to $70,000",3.0932254175663,4.93412899186086,1.89656252361424,371
372,372,372,372,371,373,6/7/2020 21:19,6/7/2020 21:39,0,47.37.156.188,100,1198,1,6/7/2020 21:39,R_1kSRPkng0z9SFHF,NA,NA,NA,NA,34.06480408,-118.0859985,anonymous,EN,0.9,5b4974006a8186000114815d,1,2,6,Chinese Vietnamese,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,9,1,98,2,-99,5,1,1,1,-99,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Cantonese,English,Student,4,2,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"$50,000 to $70,000",1998,"(1995,2005]",Bachelor's degree in college,Female,2,372,-1.00426716309273,1.16213403054907,0.254291219733292,1.76271440568926,0.918422041206954,1,2,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,3,1,1,1,1,3,2,3,3,1,1,-25y_College degree,middle,high,middle,high,high,Believers,College degree,-25y,"$30,000 to $70,000",8.62813070757583,2.22028720703882,1.37690809097792,372
373,373,373,373,372,374,6/7/2020 21:22,6/7/2020 21:45,0,136.25.7.106,100,1381,1,6/7/2020 21:45,R_3ebrRHSIW6aHvB3,NA,NA,NA,NA,37.76420593,-122.3992996,anonymous,EN,0.9,5cf8a7e64af157001564498a,1,3,NA,,1,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,21,91,2,-99,5,6,6,1,-99,16,TAIWAN,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Mandarin,Finance manager,6,3,NA,NA,Non-Chinese Asian,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1991,"(1985,1995]",Bachelor's degree in college,Female,4,373,-1.97001829166851,0.534364888961194,1.14545211486259,-0.0393034824538861,0.908692085271875,6,3,1,1,1,2,1,2,5,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,25 - 45y_College degree,weak,middle,high,high,middle,Believers,College degree,25 - 35y,"$70,000 or more",8.26303436533229,7.21945263795012,2.20926353518604,373
374,374,374,374,373,375,6/8/2020 0:08,6/8/2020 0:49,0,150.203.2.251,100,2420,1,6/8/2020 0:49,R_2aFcN4NScjQHh2c,NA,NA,NA,NA,-35.2828064,149.1282959,anonymous,EN,0.9,5d9ad5652187e1001776d995,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,18,99,2,-99,5,4,4,2,CHINA,19,AUSTRALIA,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,chinese,english,student,2,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),FALSE,"$10,000 to $30,000",1999,"(1995,2005]",Bachelor's degree in college,Female,3,374,-0.194862554389891,-0.20151195711119,0.482241523799054,-0.604204917903055,0.372533503535588,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,-25y_College degree,middle,middle,high,middle,middle,Believers,College degree,-25y,"Less than $30,000",3.66290295884966,3.17134032497613,1.5885137358424,374
375,375,375,375,374,376,6/7/2020 23:56,6/8/2020 3:20,0,98.233.161.167,100,12228,1,6/8/2020 3:20,R_2qgfRlosFeH9urU,NA,NA,NA,NA,39.45669556,-76.96959686,anonymous,EN,0.9,5e8583d74d40991735dbdc9a,1,2,6,Cantonese,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,22,99,2,-99,3,1,1,1,-99,18,MALAYSIA,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Cantonese,"English, Mandarin",Student,2,3,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"$10,000 to $30,000",1999,"(1995,2005]",Some college but no degree,Female,2,375,1.57990455157876,-0.948803492303637,-1.1935526447789,0.00494801088273921,-2.30796739374841,3,3,2,1,3,1,1,1,1,1,3,2,2,1,1,1,1,4,3,1,1,3,1,1,2,2,1,1,-25y_No college degree,high,weak,middle,weak,middle,Believers,No college degree,-25y,"Less than $30,000",11.3100925648844,13.5186890231744,2.84111001313081,375
376,376,376,376,375,377,6/8/2020 12:34,6/8/2020 12:49,0,71.173.192.120,100,910,1,6/8/2020 12:49,R_2uBT7VQVbfJ6OaV,NA,NA,NA,NA,40.26159668,-76.64679718,anonymous,EN,0.9,5e5ce850edf9e84b351e3fe5,1,2,1,-99,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,2,16,98,1,-99,5,6,6,1,-99,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Chinese,Student,6,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$100,000 to $200,000",1998,"(1995,2005]",Bachelor's degree in college,Male,2,376,-0.961284619211272,0.582912232524914,-0.681576516064254,0.92393902841806,0.849248329213678,2,5,2,2,1,2,4,2,2,1,2,1,1,2,2,2,2,3,1,1,1,2,1,1,1,1,1,1,-25y_College degree,middle,middle,middle,high,high,Believers,College degree,-25y,"$70,000 or more",10.7478527167086,12.9059175229892,2.78875219935692,376
377,377,377,377,376,378,6/8/2020 12:25,6/8/2020 13:28,0,73.8.248.151,100,3791,1,6/8/2020 13:28,R_3PbIk815yuk58xM,NA,NA,NA,NA,42.00959778,-87.69280243,anonymous,EN,0.9,5c801cd6aaf2af0016478e6f,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,21,95,1,-99,5,3,3,1,-99,26,USA,26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,"English, Chinese",Analyst,3,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$30,000 to $50,000",1995,"(1985,1995]",Bachelor's degree in college,Male,1,377,-0.174284099278289,-0.77421691321572506,-0.518178167199488,-0.0622507985528847,-0.301579938794411,2,5,1,2,2,3,2,3,1,2,2,3,1,3,2,1,2,5,1,2,1,2,2,2,2,2,1,1,25 - 45y_College degree,middle,middle,middle,middle,middle,Believers,College degree,25 - 35y,"$30,000 to $70,000",17.1027652066188,17.6898907830737,3.16460379584143,377
378,378,378,378,377,379,6/8/2020 15:32,6/8/2020 15:52,0,108.6.125.108,100,1179,1,6/8/2020 15:52,R_10IQ8SVsQz4bBst,NA,NA,NA,NA,40.57949829,-73.98889923,anonymous,EN,0.9,5d62f4e11d7a3e0001d6b124,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,19,101,2,-99,4,2,2,1,-99,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Chinese,Student,2,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$10,000 to $30,000",2001,"(1995,2005]",Associate degree in college,Female,2,378,1.26506959914469,-0.284674288705072,-1.07435453405172,-0.899788096441799,-0.533117498578775,2,5,1,2,2,2,2,2,1,4,4,4,4,4,3,2,3,3,4,5,2,3,2,3,3,2,2,2,-25y_College degree,high,middle,middle,middle,middle,Believers,College degree,-25y,"Less than $30,000",32.8232366801053,36.9509138453358,4.2520124690531,378
379,379,379,379,378,380,6/8/2020 16:33,6/8/2020 17:10,0,135.0.241.117,100,2182,1,6/8/2020 17:10,R_vIeHI6ghshCXt4t,NA,NA,NA,NA,45.51669312,-73.66670227,anonymous,EN,0.9,5e77f96737b0d437dd0acf7f,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,25,94,2,-99,5,4,6,2,CHINA,4.5,CANADA,21.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandarin,"English, French",Manager,4,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),FALSE,"$50,000 to $70,000",1994,"(1985,1995]",Bachelor's degree in college,Female,3,379,-0.117455319020007,0.4764168649509,0.0658264257658172,0.678557774502153,1.20669401411896,1,4,2,2,1,2,2,2,1,2,2,3,1,3,2,1,2,3,5,3,1,2,1,1,1,1,2,1,25 - 45y_College degree,middle,middle,middle,high,high,Believers,College degree,25 - 35y,"$30,000 to $70,000",15.9416825863562,21.274986491156,3.40765768079025,379
